ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
110,"Senior","Low","F","S",2,+0023464.00,"Y",70,"211133306","8832367879052839",19410707,"8366 CUTLER WAY",,"PIXLEY","CA","93256","0",,,+0022432.24,41,11216,1121,+0010.25,3,8,+00001121.6120,+00000000.00000
111,"Adult","Medium","F","M",2,+0000194.57,"N",42,"183967399","7197947908143182",19140306,"727 BUNKER HILL RD APT 65",,"POULSBO","WA","98370","0",,,+0028262.83,38,14131,1413,+0009.50,3,10,+00000000.0000,+00001413.14150
112,"Adult","Low","F","M",1,+0098680.40,"Y",55,"617465241","5205588118815318",19650727,"283 PLEASANT AVE APT 1",,"COLLINSVILLE","AL","35961","0",-085.868377,+034.257609,+0017581.76,8,8790,879,+0002.00,2,9,+00000879.0880,+00000000.00000
113,"Adult","Low","M","M",1,+0065619.70,"Y",46,"124034367","3079055719918506",19180427,"3755 CHESAPEAKE AVE APT 339",,"LAKE VILLA","IL","60046","0",,,+0013561.36,144,6780,678,+0036.00,5,10,+00000678.0680,+00000000.00000
114,"Adult","Low","F","M",1,+0095620.30,"Y",52,"651115453","5555223420967956",19920711,"7255 W UNIVERSITY AVE",,"E MILLSBORO","PA","15433","0",,,+0010911.09,93,5455,545,+0023.25,1,6,+00000545.5545,+00000000.00000
115,"Adult","High","F","S",0,+0085275.00,"N",47,"190932121","4173366383481145",19911003,"104 SE 10TH ST",,"DALLAS","GA","30132","0",-084.844514,+033.923090,+0022482.25,151,11241,1124,+0037.75,2,6,+00000000.0000,+00001124.11250
116,"Adult","Low","F","M",1,+0066921.40,"Y",43,"570196480","9102337879841127",19420715,"1721 JERICHO CT",,"PINEY FLATS","TN","37699","3",,,+0015701.57,8,7850,785,+0002.00,3,8,+00000785.0785,+00000000.00000
117,"Adult","High","F","M",1,+0098453.60,"Y",46,"995020682","6860016697844600",19640225,"PO BOX 9998",,"PITTSBURGH","PA","15219","2013",-079.968414,+040.452614,+0013721.37,11,6860,686,+0002.75,3,9,+00000000.0000,+00000686.06850
118,"Young adult","High","F","M",2,+0094026.80,"Y",28,"172812904","4072640125681767",19310115,"2033 SHORE BLVD APT 1C",,"MARCO ISLAND","FL","34145","2849",,,+0025002.50,10,12501,1250,+0002.50,1,10,+00000000.0000,+00001250.12500
119,"Adult","High","F","S",2,+0057420.00,"Y",61,"110156949","1245792692977270",19021025,"A & K EARTHMOVERS",,"MINOT","ND","58701","0",-101.290243,+048.233302,+0025182.52,252,12591,1259,+0063.00,1,7,+00000000.0000,+00001259.12600
120,"Adult","Medium","M","M",0,+0077000.00,"N",44,"116245879","7043630994700102",19360118,"412 W SOUTH ST APT 1",,"WEST PALM BEACH","FL","33404","0",,,+0003930.39,26,982,98,+0003.90,1,13,+00000000.0000,+00000098.25975
121,"Adult","Low","M","M",2,+0047639.10,"N",48,"758653230","1232432251192499",19820116,"201 BROOKLINE AVE",,"MOBILE","AL","36603","0",-088.048547,+030.701471,+0017481.75,39,8740,874,+0009.75,3,10,+00000874.0875,+00000000.00000
122,"Adult","High","F","M",2,+0063234.50,"Y",52,"180717322","4208400195649343",19370507,"870 TALLYHO CIR",,"WHEATLAND","ND","58079","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
123,"Adult","Medium","F","M",2,+0018296.40,"Y",43,"164391615","4628595662286663",19131105,"1851 S SHORE E",,"CUTTINGSVILLE","VT","05738","0",,,+0000080.01,10,20,2,+0001.50,4,15,+00000000.0000,+00000002.00025
124,"Young adult","Low","F","S",0,+0039461.00,"N",22,"116455016","5276728148458541",19170401,"293 NORTH ST APT 2",,"BALL GROUND","GA","30107","0",,,+0022872.29,103,11436,1143,+0025.75,2,9,+00001143.6145,+00000000.00000
125,"Adult","High","F","S",1,+0068000.00,"N",60,"649956169","6509810390414496",19980503,"1 BANK ONE PLZ",,"NORMAN","OK","73070","0",,,+0022822.28,63,11411,1141,+0015.75,3,10,+00000000.0000,+00001141.11400
126,"Adult","High","F","M",2,+0052957.00,"Y",40,"210660466","8480519858796871",19631004,"20 SHERMAN PATH APT A",,"OSWEGO","NY","13126","0",,,+0025792.58,125,12896,1289,+0031.25,1,9,+00000000.0000,+00001289.62900
127,"Senior","High","F","S",2,+0086747.10,"N",65,"151505739","3778951316004328",19871113,"2237 N FREEWAY",,"AUBREY","TX","76227","0",,,+0020152.02,37,10076,1007,+0009.25,2,8,+00000000.0000,+00001007.60100
128,"Adult","Low","F","M",1,+0087404.60,"N",63,"129797120","8080794495911549",19790325,"2125 CAPET ST",,"PALM DESERT","CA","92260","0",,,+0021632.16,139,10816,1081,+0034.75,4,6,+00001081.6080,+00000000.00000
129,"Young adult","Medium","M","S",2,+0020919.00,"N",28,"170396502","6579586522774535",19391102,"27 DUNN AVE",,"JERSEY CITY","NJ","07302","0",-074.060873,+040.722546,+0006260.63,153,1565,156,+0022.95,4,11,+00000000.0000,+00000156.51575
130,"Young adult","High","F","M",2,+0085394.00,"Y",20,"561957324","6387653424994455",19890211,"514 ELDER ST APT 154",,"LOUISA","KY","41230","0",-082.673300,+038.159500,+0019281.93,14,9640,964,+0003.50,3,9,+00000000.0000,+00000964.09650
131,"Adult","Medium","F","S",0,+0002121.36,"N",40,"891607310","3705115507141607",19910624,"1553 BARTON AVE",,"AMBROSE","ND","58833","0",,,+0002020.20,36,505,50,+0005.40,1,10,+00000000.0000,+00000050.50500
132,"Adult","High","F","M",2,+0063566.10,"Y",56,"900028653","3647155609530196",19220827,"16737 44TH ST SE",,"SOMERS","NY","10589","0",,,+0007940.79,65,1985,198,+0009.75,2,19,+00000000.0000,+00000397.03950
133,"Child","Low","F","S",0,+0089813.60,"N",13,"402142505","1386563130838233",19450717,"11801 29TH AVE",,"GREENLAWN","NY","11740","0",,,+0014941.49,149,7470,747,+0037.25,5,8,+00000747.0745,+00000000.00000
134,"Adult","High","F","M",2,+0082644.20,"Y",33,"168358683","4723163544214349",19190814,"39 LINDEN PL",,"WOLFORD","ND","58385","0",,,+0021972.20,19,10986,1098,+0004.75,1,8,+00000000.0000,+00001098.61000
135,"Child","High","F","S",1,+0027783.60,"N",14,"610368206","3252328444633812",19050923,"1246 LINCOLN AVE",,"HUNTSVILLE","AL","35801","0",-086.585312,+034.733646,+0004970.50,18,1242,124,+0002.70,4,20,+00000000.0000,+00000248.52500
136,"Adult","Medium","F","M",2,+0060485.50,"N",42,"791237865","4395677133309809",19670215,"1400 NEW YORK CT",,"YAUCO","PR","0698","0",,,+0011701.17,28,5850,585,+0007.00,3,8,+00000000.0000,+00000585.05850
137,"Adult","High","F","M",2,+0000809.43,"Y",32,"179559529","8168519571220189",19760110,"PSC 7 BOX 1606",,"HOPEWELL","NJ","08525","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
138,"Adult","High","M","S",1,+0076529.80,"N",58,"126219274","9080766297586064",19090613,"154 CALLE DR SALAS",,"LANSFORD","ND","58750","0",,,+0018461.85,20,9230,923,+0005.00,1,9,+00000000.0000,+00000923.09250
139,"Adult","Low","F","M",2,+0034577.70,"N",63,"101921106","4245348549586638",19780313,"18125 W WISCONSIN AVE UNIT 101",,"NEW YORK","NY","10014","0",,,+0029182.92,116,14591,1459,+0029.00,3,8,+00001459.1460,+00000000.00000
140,"Adult","High","F","M",0,+0080000.00,"N",48,"801439615","7117250092503007",19720402,"2189 ORBA DR NE",,"AUSTIN","TX","78746","0",,,+0027562.76,45,13781,1378,+0011.25,5,5,+00000000.0000,+00001378.13800
141,"Adult","Low","F","S",2,+0019008.40,"Y",52,"122604215","1847156734166460",19921217,"THREE STEEPLES METH CHURCH",,"HARTFORD","CT","06105","0",,,+0010541.05,137,5270,527,+0034.25,5,6,+00000527.0525,+00000000.00000
142,"Adult","Medium","F","M",0,+0098056.30,"N",56,"711401420","6016173164849263",19340516,"PO BOX 766",,"CIALES","PR","0638","0",,,+0023702.37,126,11851,1185,+0031.50,4,10,+00001185.1185,+00000000.00000
143,"Adult","High","M","M",0,+0073400.00,"Y",64,"697609203","1613761816200256",19681204,"7155 N SHORE DR",,"KEOSAUQUA","IA","52565","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
144,"Young adult","High","M","M",0,+0078894.20,"N",28,"318902180","3260743047091363",19110414,"307 W ELM ST APT 1",,"URBANA","IL","61801","7830",,,+0002000.20,43,500,50,+0006.45,1,17,+00000000.0000,+00000100.01000
145,"Young adult","High","M","S",1,+0016432.10,"Y",21,"136251687","8187854403980885",19681124,"7363 140TH AVE N",,"RIVERTON","UT","84065","0",,,+0020412.04,80,10206,1020,+0020.00,1,5,+00000000.0000,+00001020.60200
146,"Adult","High","M","M",0,+0062797.90,"N",54,"459446771","5966899465390149",19020906,"8071 E JOHN PARKE RD",,"NEW YORK","NY","10029","0",-073.951312,+040.788769,+0008320.83,55,2080,208,+0008.25,3,17,+00000000.0000,+00000416.04150
147,"Adult","Low","M","S",1,+0071329.90,"Y",42,"889098661","6691643701064367",19841202,"569 CORPORATE DR",,"MOCA","PR","0676","0",,,+0014271.43,45,7135,713,+0011.25,4,8,+00000713.5715,+00000000.00000
148,"Adult","High","F","S",0,+0020913.60,"N",53,"210053908","4011358040251666",19750119,"6263 INDIAN TRAIL RD",,"CAMBRIDGE","NY","12816","0",,,+0022992.30,65,11496,1149,+0016.25,3,9,+00000000.0000,+00001149.61500
149,"Adult","High","F","S",1,+0000540.40,"Y",39,"400921655","4445102664458912",19221027,"101 OLD US HIGHWAY 93",,"WINIGAN","MO","63566","0",,,+0012341.23,7,6170,617,+0001.75,5,9,+00000000.0000,+00000617.06150
150,"Child","High","M","M",2,+0067339.80,"N",17,"199066815","3659771973312688",19761102,"33 CLARK",,"HOBOKEN","NJ","07030","2678",-074.040971,+040.741928,+0027832.78,48,13916,1391,+0012.00,2,7,+00000000.0000,+00001391.63900
151,"Adult","High","M","M",1,+0075799.90,"N",46,"137251270","2054572051818400",19000315,"14 PLYMOUTH CT",,"BENTON","IL","62812","0",-088.916957,+037.996828,+0022242.22,64,11121,1112,+0016.00,1,6,+00000000.0000,+00001112.11100
152,"Adult","High","F","S",2,+0015688.50,"N",53,"798745395","2958819772359227",19041113,"219 CAMP RD",,"REGO PARK","NY","11374","0",,,+0014391.44,8,7195,719,+0002.00,3,7,+00000000.0000,+00000719.57200
153,"Child","Low","F","S",0,+0043382.30,"N",16,"165035773","4142359627040422",19450414,"18469 COUNTY ROAD 170",,"CRAWFORDVILLE","GA","30631","0",-082.896483,+033.548482,+0029672.97,99,14836,1483,+0024.75,2,5,+00001483.6485,+00000000.00000
154,"Adult","High","F","S",0,+0005185.31,"N",62,"868945215","4573462778540924",19030224,"300 W AVENUE G",,"TEMPLE","PA","19560","1400",,,+0016391.64,30,8195,819,+0007.50,5,7,+00000000.0000,+00000819.58200
155,"Child","Medium","F","S",0,+0041000.00,"N",16,"196329556","8283291413327220",19530320,"687-824 TAMARACK WAY",,"MOBILE","AL","36605","0",-088.060222,+030.665991,+0026012.60,108,13006,1300,+0027.00,5,5,+00000000.0000,+00001300.63000
156,"Young adult","High","F","S",0,+0032098.00,"N",22,"152830253","6961230429186447",19850814,"189 EVELINE ORCHARD DR",,"PAYSON","AZ","85541","0",,,+0022962.30,75,11481,1148,+0018.75,3,7,+00000000.0000,+00001148.11500
157,"Adult","High","F","M",2,+0080087.70,"N",42,"828066230","8841738750781742",19081127,"7396 6TH AVE NW",,"LUVERNE","ND","58056","0",,,+0008740.87,22,2185,218,+0003.30,3,16,+00000000.0000,+00000437.04350
158,"Adult","Low","F","M",2,+0059691.30,"N",38,"133086931","8301593921375004",19720307,"1 BROWNLEIGH RD",,"BOSTON","MA","02113","0",,,+0021942.19,256,10971,1097,+0064.00,2,9,+00001097.1095,+00000000.00000
159,"Adult","Low","F","S",2,+0011251.10,"Y",61,"145080146","4313176785353550",19641107,"4665B TURF RD",,"HUNTSVILLE","AL","35805","0",-086.598233,+034.722768,+0028422.84,113,14211,1421,+0028.25,3,8,+00001421.1420,+00000000.00000
160,"Adult","Medium","M","M",0,+0070908.70,"N",50,"384547604","2021048322472400",19480929,"137 WILMOT RD",,"DORADO","PR","0646","6528",,,+0007700.77,43,1925,192,+0006.45,1,13,+00000000.0000,+00000192.51925
161,"Adult","Low","M","S",0,+0094928.30,"N",40,"189282663","2763989366842635",19610421,"4800 BUFORD HWY",,"ANN ARBOR","MI","48103","0",-083.774139,+042.276477,+0014421.44,73,7210,721,+0018.25,1,9,+00000721.0720,+00000000.00000
162,"Adult","High","F","M",2,+0050622.30,"N",40,"194925124","5947257024599894",19870607,"8602 SE 156TH",,"OAKLAND","CA","94607","0",-122.282381,+037.816100,+0020452.05,90,10226,1022,+0022.50,1,10,+00000000.0000,+00001022.60250
163,"Adult","High","M","M",0,+0078000.00,"Y",52,"128457625","6559687333555477",19020702,"2193 WALTON AVE",,"EGG HARBOR TOWNSHIP","NJ","08234","0",,,+0016201.62,18,8100,810,+0004.50,2,8,+00000000.0000,+00000810.08100
164,"Adult","High","M","M",0,+0100020.00,"Y",52,"147485492","8310467865102310",19481104,"65 WILLOW ST",,"COVINGTON","WA","98042","0",,,+0029552.96,62,14776,1477,+0015.50,4,10,+00000000.0000,+00001477.64800
165,"Adult","High","F","M",1,+0056722.80,"N",61,"187851195","2463925777555079",19490117,"1950 NW LARCH SPUR CT",,"GILROY","CA","95020","0",,,+0017371.74,51,8685,868,+0012.75,3,7,+00000000.0000,+00000868.58700
166,"Adult","High","M","M",1,+0080000.00,"N",53,"189494446","2554770376925294",19970430,"3300 HORNBY ISLAND ST",,"GARLAND","TX","75042","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
167,"Young adult","Low","F","S",2,+0003416.62,"Y",23,"226609278","4214727360514849",19050127,"925 E 2ND ST APT 1",,"VALPARAISO","IN","46383","0",,,+0018971.90,104,9485,948,+0026.00,2,10,+00000948.5950,+00000000.00000
168,"Adult","Medium","F","M",0,+0073400.00,"Y",56,"152662360","3300684211462755",19140306,"1750 N COLLINS BLVD STE 119",,"GREENWICH","NY","12834","0",,,+0000170.02,10,42,4,+0001.50,1,13,+00000000.0000,+00000004.25050
169,"Adult","Low","M","M",0,+0120000.00,"Y",53,"100965355","7081193212169590",19481012,"548 W FAIRVIEW AVE",,"DIME BOX","TX","77853","0",,,+0015271.53,25,7635,763,+0006.25,2,6,+00000763.5765,+00000000.00000
170,"Adult","Low","F","M",2,+0008032.16,"N",46,"124582034","7521423125180073",19250408,"121 SPRING ST SE STE 106",,"AUSTIN","TX","78755","0",,,+0029682.97,59,14841,1484,+0014.75,5,8,+00001484.1485,+00000000.00000
171,"Adult","Low","F","S",1,+0093454.30,"Y",49,"160676756","1118115783043094",19280607,"4501 BURLING ST",,"BRONX","NY","10454","0",-073.923452,+040.808686,+0018941.89,25,9470,947,+0006.25,2,5,+00000947.0945,+00000000.00000
172,"Child","Low","M","M",0,+0005745.00,"Y",15,"882120685","1361636192146719",19301106,"5623 W 100 S",,"HOUSTON","TX","77082","1931",,,+0026402.64,17,13201,1320,+0004.25,3,10,+00001320.1320,+00000000.00000
173,"Senior","Medium","F","S",0,+0083287.00,"N",77,"195722176","5706470343306817",19010823,"10273 N 33RD AVE",,"WILLARD","MO","65781","0",,,+0000410.04,208,102,10,+0031.20,3,14,+00000000.0000,+00000010.25100
174,"Adult","Low","F","S",0,+0092564.10,"Y",49,"156893123","1968611024949800",19390511,"186 BERESFORD CT APT G112",,"CORTLANDT MNR","NY","10567","0",,,+0023172.32,51,11586,1158,+0012.75,5,8,+00001158.6160,+00000000.00000
175,"Adult","High","M","S",0,+0086448.20,"Y",38,"407114249","2778823010426023",19840218,"11102 PINEHURST LN",,"EMERSON","KY","41135","0",,,+0004910.49,82,1227,122,+0012.30,1,16,+00000000.0000,+00000245.52450
176,"Adult","High","F","M",2,+0048322.50,"Y",49,"117225499","4073934248580220",19010822,"7914 OAKDALE AVE",,"JACKSONVILLE","FL","32206","0",-081.651122,+030.335991,+0006690.67,43,1672,167,+0006.45,1,20,+00000000.0000,+00000334.53350
177,"Adult","High","F","M",2,+0081913.80,"Y",50,"616339894","8339720152686947",19310221,"100 1ST AVE N",,"SAVOY","TX","75479","0",-096.368978,+033.599223,+0006700.67,46,1675,167,+0006.90,5,18,+00000000.0000,+00000335.03350
178,"Adult","High","F","S",0,+0000919.93,"N",38,"129621291","5775073406173402",19000225,"691 S JACKSON ST",,"DALE","TX","78616","0",,,+0027282.73,93,13641,1364,+0023.25,4,8,+00000000.0000,+00001364.13650
179,"Adult","High","F","M",2,+0069486.80,"N",31,"138230890","1533062266469606",19651017,"29971 STATE HIGHWAY A # 4839",,"CHAPEL HILL","NC","27599","7461",,,+0007720.77,9,1930,193,+0001.35,3,17,+00000000.0000,+00000386.03850
180,"Adult","High","F","M",2,+0024482.80,"N",34,"656432060","7457453412694746",19850123,"10975AC BENSON ST STE 390",,"BARSTOW","IL","61236","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
181,"Senior","Low","F","M",0,+0014573.60,"N",65,"113939742","4315242266442192",19080204,"1500 ESCALON AVE APT AP-101",,"GRASSY","MO","63751","0",,,+0026612.66,236,13306,1330,+0059.00,5,10,+00001330.6330,+00000000.00000
182,"Adult","High","F","M",2,+0092103.80,"N",52,"607337959","4080419469504055",19550206,"5 CALLE J MENDEZ CARDONA APT 24",,"FRANKFORT","NY","13340","0",,,+0007420.74,7,1855,185,+0001.05,5,15,+00000000.0000,+00000371.03700
183,"Adult","High","F","S",2,+0008392.14,"Y",37,"145517745","1703855223584256",19210112,"2453 WR LARSON RD",,"LAYTON","UT","84041","0",,,+0025032.50,54,12516,1251,+0013.50,1,9,+00000000.0000,+00001251.62500
184,"Adult","High","F","S",0,+0017138.20,"N",64,"642271504","7663684575510053",19530519,"279 NEWTONS CORNER RD",,"MOBILE","AL","36607","0",-088.105987,+030.699054,+0020012.00,84,10006,1000,+0021.00,3,9,+00000000.0000,+00001000.60000
185,"Adult","High","F","M",2,+0047010.10,"N",57,"147628317","6031878627673265",19890507,"101 BROADWAY",,"PHOENIX","AZ","85050","0",,,+0002540.25,164,635,63,+0024.60,2,15,+00000000.0000,+00000127.01250
186,"Adult","High","F","S",1,+0067239.40,"N",44,"127098937","7471198752401383",19740402,"121 US HIGHWAY 46",,"BLAUVELT","NY","10913","0",,,+0012891.29,53,6445,644,+0013.25,5,6,+00000000.0000,+00000644.56450
187,"Adult","High","M","M",1,+0069406.70,"Y",30,"795101757","4955909795079293",19801231,"595 BLOOMFIELD AVE",,"MANHATTAN","KS","66503","3182",,,+0006900.69,128,1725,172,+0019.20,3,15,+00000000.0000,+00000345.03450
188,"Adult","High","F","M",2,+0083259.30,"N",51,"156865757","7886476905538937",19400404,"7409 WOODRIDGE DR STE A",,"BUTLER","NJ","07405","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
189,"Young adult","High","M","S",2,+0060095.20,"Y",23,"454375032","4932098221279187",19770714,"1116 HAWKINS RD",,"HUALAPAI","AZ","86412","0",,,+0001710.17,116,427,42,+0017.40,1,18,+00000000.0000,+00000085.50850
190,"Adult","Medium","F","M",2,+0002185.60,"N",53,"984195715","2235283195484411",19341215,"154 WILMOT RD",,"SEATTLE","WA","98103","0",-122.350139,+047.690691,+0007120.71,20,1780,178,+0003.00,5,14,+00000000.0000,+00000178.01775
191,"Adult","Low","M","M",1,+0076511.30,"N",62,"541413361","2802431750831003",19200208,"CHIPPEWA CO COURTHOUSE",,"DUNNELLON","FL","34431","0",,,+0021682.17,17,10841,1084,+0004.25,5,5,+00001084.1085,+00000000.00000
192,"Young adult","Low","F","M",1,+0006946.07,"N",23,"199718019","8370956367759990",19801101,"62 WASHINGTON ST # 1887 # 1569",,"COTTONWOOD","AL","35769","0",,,+0025772.58,8,12886,1288,+0002.00,4,5,+00001288.6290,+00000000.00000
193,"Adult","Medium","F","M",2,+0011234.70,"Y",49,"293344695","7107036678242487",19530626,"U569 CUMMINS HWY",,"KITE","GA","31049","6329",,,+0000690.07,112,172,17,+0016.80,3,12,+00000000.0000,+00000017.25175
194,"Adult","High","F","M",2,+0036660.90,"Y",40,"182598961","7594815316050824",19110915,"14292 HIGHWAY 10",,"HASBROUCK HEIGHTS","NJ","07604","0",,,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
195,"Adult","Low","F","M",2,+0068462.80,"N",34,"347203511","5614549410872296",19181014,"248 STATE HIGHWAY 7",,"RIVERBANK","CA","95367","0",-120.936006,+037.735042,+0024392.44,60,12196,1219,+0015.00,3,5,+00001219.6220,+00000000.00000
196,"Adult","Medium","F","M",2,+0072841.30,"N",47,"243730045","1196181747787465",19020716,"201 LANDSER BLVD",,"NEWPORT","RI","02840","0",-071.306477,+041.484479,+0010361.04,72,5180,518,+0018.00,1,5,+00000518.0520,+00000000.00000
197,"Adult","Medium","F","M",2,+0063670.80,"Y",46,"157345043","4318455107570778",19510114,"503 SPRING ST APT A",,"HOUSTON","TX","77057","5266",,,+0027392.74,51,13696,1369,+0012.75,5,5,+00000000.0000,+00001369.63700
198,"Adult","Low","M","S",0,+0083287.00,"N",45,"573812789","4183294793336720",19651108,"141 LANZA AVE BLDG 19A # 1529",,"SAN DIEGO","CA","92126","4850",,,+0029732.97,35,14866,1486,+0008.75,4,8,+00001486.6485,+00000000.00000
199,"Adult","High","F","S",1,+0066000.00,"Y",45,"155099661","3434332854961106",19471025,"401 BOSLEY AVE RM 405",,"PHOENIX","AZ","85051","0",,,+0020442.04,100,10221,1022,+0025.00,3,9,+00000000.0000,+00001022.10200
200,"Adult","Medium","M","M",0,+0012387.60,"N",56,"435620345","5583986727906622",19301201,"1935 11TH ST SW",,"PLANADA","CA","95365","0",,,+0007000.70,65,1750,175,+0009.75,3,14,+00000000.0000,+00000175.01750
201,"Senior","High","F","M",1,+0082931.30,"N",65,"181963313","8585342989384898",19220324,"18901 39TH AVE",,"NEWARK","NJ","07102","0",-074.182231,+040.729689,+0019241.92,118,9620,962,+0029.50,3,7,+00000000.0000,+00000962.09600
202,"Adult","High","F","M",2,+0057483.90,"N",44,"101028053","7392833856495956",19070507,"11448 W FARMINGTON RD",,"VEGA BAJA","PR","0693","5632",,,+0017011.70,27,8505,850,+0006.75,4,10,+00000000.0000,+00000850.58500
203,"Adult","High","F","S",2,+0021274.00,"N",46,"523832413","3441276348999074",19611007,"K39 CALLE 19",,"IRVING","TX","75060","0",,,+0010871.09,32,5435,543,+0008.00,3,10,+00000000.0000,+00000543.55450
204,"Adult","Low","F","M",2,+0028267.00,"N",30,"162937125","5756888849140750",19541220,"200 W FARENERI ST",,"SANFORD","NC","27330","0",-079.176180,+035.486844,+0021872.19,192,10936,1093,+0048.00,1,5,+00001093.6095,+00000000.00000
205,"Adult","High","F","M",2,+0036725.10,"N",56,"116717365","6687654618814080",19771021,"2545 MOSSIDE BLVD STE 4",,"HOBOKEN","NJ","07030","0",-074.040971,+040.741928,+0008650.87,77,2162,216,+0011.55,5,18,+00000000.0000,+00000432.54350
206,"Adult","Low","M","S",1,+0094188.30,"N",58,"930946662","6318741325998165",19761230,"PO BOX 594",,"SAINT LOUIS","MO","63123","0",,,+0020862.09,19,10431,1043,+0004.75,3,10,+00001043.1045,+00000000.00000
